channel,train_auc,test_auc
008,1.0,0.6986546298175276
007,0.875,0.6671456542842882
005,0.875,0.4869768385720319
001,1.0,0.4621480949273018
002,0.75,0.4592138387201159
003,0.75,0.4515354112620592
004,0.5,0.4119476331247361
006,0.875,0.376221007080607
009,,
