tau1,tau2,train_auc,test_auc
14,10,0.7644444444444445,0.4972205528846153
14,11,0.7466666666666667,0.49374768860946744
14,12,0.7244444444444444,0.4954465606508876
14,13,0.7466666666666667,0.4948167067307693
14,15,0.7333333333333334,0.501872226331361
14,16,0.7377777777777779,0.5119383321005917
14,17,0.7511111111111111,0.5511626294378698
14,18,0.7955555555555556,0.5638174926035502
14,19,0.7955555555555556,0.5651985484467456
14,20,0.8,0.5570104474852071
14,21,0.7866666666666666,0.5509777181952663
14,22,0.7466666666666667,0.5526361409023669
14,23,0.7377777777777779,0.5466380824704142
14,24,0.7377777777777779,0.5364795210798816
14,25,0.72,0.525933801775148
14,26,0.7333333333333334,0.5248763406065089
14,27,0.7066666666666667,0.5210509892751479
14,28,0.7244444444444444,0.5225938424556213
14,29,0.7555555555555556,0.5283029770710059
14,30,0.7555555555555555,0.5284589959319527
14,31,0.7422222222222222,0.5242984929733727
14,32,0.7422222222222223,0.5243042714497042
14,33,0.7466666666666666,0.5187684911242604
14,34,0.7422222222222222,0.5110657821745562
14,35,0.7288888888888889,0.5036635539940828
14,36,0.7244444444444444,0.5036982248520709
14,37,0.7333333333333334,0.50267543454142
14,38,0.7377777777777779,0.4995781712278107
14,39,0.7333333333333333,0.4994510447485207
14,40,0.7333333333333334,0.5027505547337278
14,41,0.7288888888888889,0.5075929178994083
14,42,0.72,0.5102336815828402
14,43,0.72,0.5108577570266272
14,44,0.7377777777777778,0.5031839404585798
14,45,0.7466666666666666,0.5053855399408285
14,46,0.7555555555555555,0.511782313239645
14,47,0.76,0.5111062315088757
14,48,0.76,0.5094189164201184
14,49,0.768888888888889,0.5096789478550295
14,50,0.7555555555555555,0.5086272651627219
15,1,0.7511111111111111,0.496509800295858
15,2,0.7555555555555555,0.4924417529585799
15,3,0.7644444444444445,0.4889457747781065
15,4,0.7555555555555555,0.48943116678994086
15,5,0.7555555555555555,0.49170210798816566
15,6,0.7511111111111112,0.49302537906804733
15,7,0.7555555555555555,0.4941348465236686
15,8,0.7555555555555555,0.49533676960059175
15,9,0.7511111111111111,0.4957932692307692
15,10,0.7555555555555555,0.4955852440828402
15,11,0.7644444444444445,0.49154031065088755
15,12,0.7333333333333334,0.49203725961538464
15,13,0.7333333333333334,0.501808663091716
15,14,0.7244444444444444,0.5037560096153847
15,16,0.7511111111111112,0.5435523761094674
15,17,0.7866666666666666,0.5709654678254438
15,18,0.8177777777777778,0.5718437962278107
15,19,0.8088888888888888,0.5697404308431953
15,20,0.8,0.5647767196745562
15,21,0.8133333333333334,0.5547395062869822
15,22,0.7866666666666666,0.5473430565828402
15,23,0.768888888888889,0.5439337555473372
15,24,0.7377777777777779,0.5345610669378698
15,25,0.72,0.5314522466715976
15,26,0.7244444444444444,0.5262342825443788
15,27,0.7244444444444444,0.5237379807692307
15,28,0.7244444444444444,0.5234086076183433
15,29,0.7511111111111112,0.5267716808431953
15,30,0.7555555555555555,0.525743112056213
15,31,0.7377777777777778,0.5236917529585798
15,32,0.7422222222222222,0.5229058801775148
15,33,0.7466666666666666,0.5149489182692308
15,34,0.7511111111111112,0.507876063239645
15,35,0.7244444444444444,0.5003120377218935
15,36,0.7333333333333334,0.4998035318047338
15,37,0.7333333333333334,0.4986305011094675
15,38,0.7555555555555555,0.4981740014792899
15,39,0.7555555555555555,0.4970414201183432
15,40,0.7466666666666667,0.49906966531065095
15,41,0.7377777777777779,0.500912999260355
15,42,0.7333333333333334,0.502993250739645
15,43,0.7377777777777779,0.5039640347633136
15,44,0.7377777777777779,0.504403198964497
15,45,0.7466666666666667,0.5028430103550297
15,46,0.76,0.5066394693047337
15,47,0.7644444444444445,0.5055588942307692
15,48,0.7555555555555555,0.5022189349112427
15,49,0.7555555555555555,0.5020744730029586
15,50,0.7511111111111111,0.5024963017751479
16,1,0.7911111111111111,0.48558270155325445
16,2,0.7866666666666666,0.48216762204142016
16,3,0.7866666666666667,0.481589774408284
16,4,0.7822222222222223,0.48241031804733725
16,5,0.7911111111111111,0.48398206360946744
16,6,0.7911111111111111,0.4879056490384615
16,7,0.7911111111111111,0.49334319526627224
16,8,0.7866666666666666,0.4930716068786982
16,9,0.7911111111111111,0.49343565088757396
16,10,0.7822222222222223,0.4938228088017752
16,11,0.76,0.49275379068047337
16,12,0.7777777777777778,0.5025714219674556
16,13,0.7733333333333333,0.5100372133875739
16,14,0.768888888888889,0.5151164940828402
16,15,0.7733333333333333,0.5324634800295858
16,17,0.8133333333333334,0.6013775887573964
16,18,0.8488888888888888,0.6175919933431953
16,19,0.8266666666666667,0.5964312130177515
16,20,0.8133333333333334,0.5635863535502958
16,21,0.8,0.5590155787721893
16,22,0.8044444444444445,0.5502900795118343
16,23,0.808888888888889,0.5401893028846154
16,24,0.7911111111111111,0.5328795303254439
16,25,0.7466666666666667,0.5180981878698224
16,26,0.7555555555555555,0.5162028476331361
16,27,0.76,0.5120250092455622
16,28,0.7422222222222223,0.5166593472633136
16,29,0.7511111111111112,0.5242927144970415
16,30,0.7733333333333334,0.527985160872781
16,31,0.768888888888889,0.5259395802514792
16,32,0.7955555555555556,0.522044887204142
16,33,0.7911111111111111,0.5143132858727811
16,34,0.7733333333333334,0.5029643583579881
16,35,0.76,0.4936378975591716
16,36,0.768888888888889,0.49972263313609466
16,37,0.768888888888889,0.49949727255917165
16,38,0.76,0.4953656619822486
16,39,0.7555555555555555,0.4958048261834319
16,40,0.7555555555555555,0.4923897466715976
16,41,0.7555555555555555,0.49490916235207105
16,42,0.7555555555555555,0.497422799556213
16,43,0.76,0.4991390070266272
16,44,0.768888888888889,0.49905810835798814
16,45,0.7733333333333333,0.49919679178994086
16,46,0.7777777777777778,0.49898876664201186
16,47,0.7733333333333333,0.4986998428254438
16,48,0.7733333333333334,0.49644623705621294
16,49,0.768888888888889,0.4950189534023668
16,50,0.7644444444444445,0.4943544286242604
17,1,0.7866666666666666,0.47366748335798814
17,2,0.7999999999999999,0.47178947855029585
17,3,0.7955555555555556,0.47015416974852065
17,4,0.8044444444444444,0.4709978272928994
17,5,0.8044444444444445,0.47284116124260356
17,6,0.8,0.479220599112426
17,7,0.7911111111111111,0.4834042159763313
17,8,0.7955555555555556,0.49012458394970415
17,9,0.7866666666666666,0.49113003883136097
17,10,0.7866666666666666,0.4938748150887574
17,11,0.7955555555555556,0.5041720599112425
17,12,0.8044444444444445,0.5115858450443787
17,13,0.7866666666666667,0.5198664016272189
17,14,0.7822222222222222,0.5273610854289942
17,15,0.7822222222222223,0.5474759615384616
17,16,0.84,0.5999676405325444
17,18,0.8888888888888888,0.6279816937869822
17,19,0.8666666666666667,0.6193833210059171
17,20,0.8266666666666667,0.5531793176775148
17,21,0.8133333333333334,0.5437546227810651
17,22,0.8222222222222223,0.5450836723372781
17,23,0.8133333333333334,0.5281238443047338
17,24,0.8,0.5075698039940828
17,25,0.8088888888888889,0.5030972633136095
17,26,0.7911111111111111,0.5019935743343196
17,27,0.7777777777777779,0.5014330621301775
17,28,0.7822222222222223,0.5037097818047338
17,29,0.7777777777777778,0.5101874537721893
17,30,0.7866666666666666,0.5142034948224852
17,31,0.7955555555555556,0.5153938609467456
17,32,0.7866666666666666,0.5055068879437871
17,33,0.7866666666666666,0.49661959134615385
17,34,0.7866666666666666,0.48817723742603547
17,35,0.7866666666666666,0.48401673446745563
17,36,0.7911111111111111,0.4913265070266272
17,37,0.7911111111111111,0.49285780325443795
17,38,0.7866666666666666,0.4929155880177514
17,39,0.8044444444444445,0.49407128328402367
17,40,0.7955555555555556,0.4925573224852071
17,41,0.7733333333333334,0.49007835613905326
17,42,0.7733333333333334,0.48851238905325445
17,43,0.7822222222222223,0.4894542806952663
17,44,0.7777777777777778,0.4898472170857988
17,45,0.8,0.4910780325443787
17,46,0.8133333333333334,0.4953598835059172
17,47,0.8177777777777778,0.492892474112426
17,48,0.808888888888889,0.4905984190088757
17,49,0.8177777777777778,0.4889168823964497
17,50,0.8133333333333335,0.4874087000739644
18,1,0.8088888888888889,0.46541581915680474
18,2,0.8044444444444444,0.46241678994082835
18,3,0.8088888888888889,0.46034231693786987
18,4,0.7955555555555556,0.462474574704142
18,5,0.8088888888888889,0.4722864275147929
18,6,0.8044444444444444,0.4741008690828402
18,7,0.8,0.49311783468934917
18,8,0.8088888888888889,0.4941290680473373
18,9,0.8177777777777777,0.4959377311390532
18,10,0.8088888888888889,0.5158676960059172
18,11,0.8133333333333334,0.5183235484467456
18,12,0.7955555555555556,0.5417957193047337
18,13,0.8044444444444445,0.5531850961538461
18,14,0.8133333333333334,0.5591889330621302
18,15,0.8177777777777778,0.5702836076183432
18,16,0.8444444444444444,0.604266826923077
18,17,0.8711111111111111,0.6212613258136095
18,19,0.8711111111111111,0.6019207655325444
18,20,0.8222222222222222,0.5233623798076923
18,21,0.8222222222222222,0.514215051775148
18,22,0.8088888888888889,0.5106035040680473
18,23,0.7866666666666666,0.4975903753698225
18,24,0.7777777777777778,0.4902459319526627
18,25,0.7644444444444445,0.4880558894230769
18,26,0.768888888888889,0.48694064349112426
18,27,0.76,0.48792298446745563
18,28,0.7733333333333333,0.48812523113905326
18,29,0.7866666666666666,0.48910757211538464
18,30,0.7733333333333333,0.48857017381656803
18,31,0.7911111111111111,0.4862587832840237
18,32,0.7733333333333333,0.48965074889053256
18,33,0.7688888888888888,0.48331176035502965
18,34,0.7866666666666666,0.4759499815088758
18,35,0.7866666666666666,0.47735415125739644
18,36,0.7955555555555556,0.4909624630177515
18,37,0.8,0.4963884522928994
18,38,0.8044444444444445,0.49737657174556216
18,39,0.7911111111111111,0.49857271634615385
18,40,0.8,0.48711977625739644
18,41,0.8,0.482757026627219
18,42,0.8044444444444445,0.4804109652366864
18,43,0.8044444444444445,0.4802953957100592
18,44,0.8088888888888889,0.4817515717455621
18,45,0.8133333333333334,0.48453101886094674
18,46,0.8133333333333334,0.4867961815828402
18,47,0.8044444444444445,0.4880212185650888
18,48,0.8044444444444444,0.48481416420118345
18,49,0.8088888888888889,0.48161866678994086
18,50,0.7955555555555556,0.47713456915680474
19,1,0.8133333333333334,0.461706037352071
19,2,0.8088888888888889,0.45901904585798814
19,3,0.8133333333333334,0.4575628698224852
19,4,0.8044444444444444,0.46488997781065083
19,5,0.8,0.4738986224112426
19,6,0.7822222222222223,0.4969489644970414
19,7,0.8177777777777778,0.504131610576923
19,8,0.8266666666666667,0.5037560096153846
19,9,0.8222222222222222,0.5081072022928994
19,10,0.8266666666666667,0.5132789386094675
19,11,0.8311111111111111,0.5250670303254439
19,12,0.8222222222222222,0.5316313794378698
19,13,0.8355555555555555,0.5469212278106509
19,14,0.8355555555555555,0.553999861316568
19,15,0.8533333333333333,0.5619799371301775
19,16,0.8622222222222222,0.5738547059911243
19,17,0.8711111111111111,0.6166212093195265
19,18,0.8666666666666667,0.6075605584319527
19,20,0.8133333333333334,0.502704326923077
19,21,0.7866666666666666,0.4963248890532545
19,22,0.7866666666666666,0.49063308986686394
19,23,0.7733333333333333,0.4829246024408284
19,24,0.768888888888889,0.47525656434911245
19,25,0.7733333333333333,0.4778337647928994
19,26,0.7777777777777778,0.47516410872781073
19,27,0.768888888888889,0.4751178809171598
19,28,0.7777777777777778,0.47774708764792906
19,29,0.7777777777777778,0.4792437130177515
19,30,0.7911111111111111,0.4793881749260355
19,31,0.7822222222222222,0.4797926682692308
19,32,0.7866666666666666,0.47793777736686394
19,33,0.7866666666666666,0.4742915588017752
19,34,0.7822222222222223,0.4675827477810652
19,35,0.8044444444444444,0.4840918546597633
19,36,0.7999999999999999,0.48921736316568043
19,37,0.7999999999999999,0.48946005917159763
19,38,0.7955555555555556,0.48985877403846156
19,39,0.8133333333333334,0.48768606693786987
19,40,0.8088888888888889,0.4825374445266273
19,41,0.7955555555555556,0.47452269785502954
19,42,0.7866666666666667,0.47279493343195267
19,43,0.7911111111111111,0.4715121116863905
19,44,0.8,0.4738523946005917
19,45,0.8044444444444444,0.4752045580621302
19,46,0.8,0.4768629807692307
19,47,0.808888888888889,0.4777817585059172
19,48,0.8,0.47708834134615385
19,49,0.8088888888888889,0.4749734190088758
19,50,0.8088888888888889,0.47375993897929
20,1,0.8044444444444444,0.4620065181213018
20,2,0.8177777777777778,0.4575628698224852
20,3,0.8044444444444444,0.4582042806952663
20,4,0.7955555555555556,0.46979590421597633
20,5,0.7911111111111111,0.4744302422337278
20,6,0.7999999999999999,0.49790819156804733
20,7,0.8133333333333332,0.5046054456360947
20,8,0.8311111111111111,0.5040160410502958
20,9,0.8355555555555555,0.5056513498520709
20,10,0.8311111111111111,0.5123486039201184
20,11,0.84,0.5196179271449703
20,12,0.8444444444444444,0.5299613997781065
20,13,0.8266666666666667,0.5355954142011834
20,14,0.8311111111111111,0.5439857618343196
20,15,0.8355555555555556,0.5488801312869822
20,16,0.8666666666666667,0.5518849389792899
20,17,0.8577777777777778,0.5511048446745562
20,18,0.8355555555555556,0.5467998798076923
20,19,0.8,0.5032475036982249
20,21,0.7777777777777778,0.4892635909763314
20,22,0.7688888888888888,0.47753328402366857
20,23,0.7688888888888888,0.4731300850591716
20,24,0.7733333333333334,0.47558015902366857
20,25,0.7733333333333334,0.47640648113905315
20,26,0.7733333333333333,0.4745515902366864
20,27,0.76,0.472095737795858
20,28,0.7511111111111111,0.4716276812130178
20,29,0.7822222222222222,0.473216762204142
20,30,0.7822222222222222,0.4766087278106509
20,31,0.7733333333333333,0.47564372226331364
20,32,0.7866666666666666,0.4740546412721893
20,33,0.7955555555555556,0.4705759985207101
20,34,0.7822222222222222,0.4653869267751479
20,35,0.7733333333333333,0.4793130547337278
20,36,0.8044444444444445,0.4850279678254438
20,37,0.8,0.48645525147929
20,38,0.8088888888888889,0.4861374352810651
20,39,0.7955555555555556,0.48487772744082847
20,40,0.7911111111111111,0.47832493528106507
20,41,0.7866666666666666,0.47432622965976334
20,42,0.7866666666666667,0.47222864275147924
20,43,0.7911111111111111,0.47057022004437865
20,44,0.7822222222222223,0.47072046042899407
20,45,0.7911111111111112,0.4720726238905326
20,46,0.8,0.47356924926035504
20,47,0.7955555555555556,0.47413553994082835
20,48,0.7911111111111111,0.4733670025887574
20,49,0.7911111111111111,0.4720206176035503
20,50,0.7822222222222223,0.471535225591716
21,1,0.76,0.4655776164940828
21,2,0.7733333333333333,0.45713526257396453
21,3,0.7911111111111111,0.4583545210798816
21,4,0.7911111111111111,0.46925272744082835
21,5,0.8,0.48019138313609466
21,6,0.8,0.4975094767011834
21,7,0.8088888888888889,0.49623243343195267
21,8,0.8222222222222222,0.49646357248520706
21,9,0.8266666666666667,0.49940481693786976
21,10,0.8311111111111111,0.507748936760355
21,11,0.8177777777777777,0.5113604844674556
21,12,0.8355555555555555,0.5298053809171597
21,13,0.8355555555555555,0.5339254345414202
21,14,0.8311111111111111,0.5498451368343196
21,15,0.8622222222222222,0.5618008043639053
21,16,0.8666666666666667,0.5661462185650887
21,17,0.8577777777777779,0.5527690458579881
21,18,0.8133333333333334,0.5224147096893491
21,19,0.7866666666666666,0.4938401442307692
21,20,0.7688888888888888,0.48509730954142016
21,22,0.7377777777777778,0.4714138775887574
21,23,0.76,0.4762389053254438
21,24,0.7511111111111111,0.5134696283284024
21,25,0.76,0.510389700443787
21,26,0.7644444444444445,0.4782960428994083
21,27,0.76,0.47383505917159763
21,28,0.7422222222222222,0.4704604289940828
21,29,0.76,0.4722922059911243
21,30,0.7511111111111111,0.4727949334319526
21,31,0.7555555555555555,0.4712174093934912
21,32,0.76,0.4704893213757396
21,33,0.76,0.46792945636094674
21,34,0.7733333333333333,0.4643005732248521
21,35,0.7688888888888888,0.4692411704881657
21,36,0.7866666666666666,0.48078078772189353
21,37,0.7866666666666666,0.4865014792899408
21,38,0.7866666666666666,0.4883794840976331
21,39,0.7866666666666666,0.4873104659763313
21,40,0.7733333333333334,0.4757130639792899
21,41,0.7688888888888888,0.4733323317307693
21,42,0.7688888888888888,0.47246556028106507
21,43,0.7644444444444445,0.4722922059911243
21,44,0.768888888888889,0.47259268676035504
21,45,0.7822222222222223,0.47373104659763315
21,46,0.7733333333333333,0.47411242603550297
21,47,0.7644444444444445,0.47318209134615385
21,48,0.7644444444444445,0.4719917252218935
21,49,0.7733333333333333,0.4716507951183432
21,50,0.7644444444444445,0.46865176590236685
22,1,0.76,0.4623416697485207
22,2,0.76,0.45526881471893493
22,3,0.768888888888889,0.4555692954881656
22,4,0.7822222222222223,0.46204118897929
22,5,0.7777777777777777,0.48808478180473375
22,6,0.7955555555555556,0.4900610207100592
22,7,0.8,0.48895733173076916
22,8,0.8133333333333334,0.49013036242603547
22,9,0.8222222222222223,0.5031666050295858
22,10,0.8311111111111111,0.5133367233727811
22,11,0.8311111111111111,0.5195254715236687
22,12,0.8311111111111111,0.5252172707100592
22,13,0.8488888888888888,0.5372191660502958
22,14,0.8444444444444444,0.5541732156065089
22,15,0.8577777777777778,0.5605353180473372
22,16,0.8444444444444443,0.5656839404585798
22,17,0.8577777777777778,0.558738211908284
22,18,0.8044444444444445,0.5079396264792899
22,19,0.76,0.48218495747041423
22,20,0.7466666666666666,0.4778337647928994
22,21,0.7422222222222221,0.4745284763313609
22,23,0.7644444444444445,0.4968565088757396
22,24,0.7955555555555556,0.5627311390532544
22,25,0.8177777777777777,0.5368724574704142
22,26,0.7911111111111111,0.49823178624260356
22,27,0.7511111111111112,0.4849412906804734
22,28,0.7333333333333334,0.47514677329881655
22,29,0.7377777777777779,0.4724886741863905
22,30,0.7333333333333334,0.47110183986686394
22,31,0.7288888888888889,0.4699461446005918
22,32,0.7333333333333334,0.4698710244082841
22,33,0.7377777777777778,0.4695243158284024
22,34,0.7644444444444445,0.4684437407544379
22,35,0.7688888888888888,0.4682588295118343
22,36,0.7733333333333334,0.4789721246301776
22,37,0.7822222222222223,0.48364113350591714
22,38,0.7822222222222223,0.4865188147189349
22,39,0.7822222222222223,0.4880212185650888
22,40,0.7822222222222223,0.4791223650147929
22,41,0.768888888888889,0.47662028476331364
22,42,0.7644444444444445,0.4741528753698225
22,43,0.7644444444444445,0.47410664755917165
22,44,0.7688888888888888,0.4739217363165681
22,45,0.7688888888888888,0.4739737426035503
22,46,0.7644444444444445,0.47549926035502954
22,47,0.7644444444444445,0.4749098557692308
22,48,0.7644444444444445,0.47250023113905326
22,49,0.7644444444444445,0.4710960613905325
22,50,0.7644444444444445,0.4691949426775148
23,1,0.7377777777777778,0.4678023298816567
23,2,0.7688888888888888,0.45176705806213024
23,3,0.7422222222222222,0.44927075628698226
23,4,0.7511111111111111,0.45672499075443784
23,5,0.7511111111111111,0.48345622226331364
23,6,0.7911111111111111,0.4959146172337278
23,7,0.7866666666666667,0.4988327477810651
23,8,0.8,0.5051255085059172
23,9,0.8177777777777778,0.5111466808431953
23,10,0.8311111111111111,0.5166131194526626
23,11,0.8533333333333334,0.5235761834319527
23,12,0.8488888888888889,0.5341796875
23,13,0.84,0.5436679456360947
23,14,0.84,0.5524743435650887
23,15,0.8400000000000001,0.5613731971153846
23,16,0.8355555555555556,0.5655221431213018
23,17,0.8311111111111111,0.5502091808431953
23,18,0.7511111111111111,0.5026292067307692
23,19,0.7377777777777778,0.4772385817307692
23,20,0.76,0.48454835428994086
23,21,0.7555555555555555,0.4989425388313609
23,22,0.7911111111111111,0.5177919286242604
23,24,0.7999999999999999,0.5685558431952662
23,25,0.7911111111111111,0.5452859190088757
23,26,0.7688888888888888,0.49990176590236685
23,27,0.7377777777777778,0.47950952292899407
23,28,0.7377777777777778,0.47824403661242604
23,29,0.7288888888888889,0.47734837278106507
23,30,0.7333333333333334,0.4769554363905325
23,31,0.7333333333333334,0.4761060003698225
23,32,0.7466666666666666,0.47469027366863914
23,33,0.7555555555555555,0.47159878883136097
23,34,0.7511111111111111,0.47615800665680474
23,35,0.7555555555555555,0.4806189903846154
23,36,0.7822222222222223,0.4892867048816568
23,37,0.7866666666666666,0.49330852440828404
23,38,0.7866666666666666,0.49268444896449703
23,39,0.7866666666666666,0.4934587647928994
23,40,0.7644444444444445,0.4882465791420118
23,41,0.7644444444444445,0.4850568602071006
23,42,0.76,0.4813990846893492
23,43,0.7466666666666666,0.48010470599112426
23,44,0.7555555555555555,0.4795730861686391
23,45,0.7733333333333333,0.47947485207100604
23,46,0.7777777777777778,0.47853296042899407
23,47,0.7777777777777778,0.4776315181213017
23,48,0.7911111111111111,0.4762389053254438
23,49,0.7777777777777778,0.4748058431952663
23,50,0.76,0.47377149593195267
24,1,0.7066666666666668,0.46107040495562135
24,2,0.7466666666666667,0.45820428069526625
24,3,0.7333333333333334,0.45682322485207105
24,4,0.7066666666666667,0.4610299556213017
24,5,0.7244444444444444,0.4674729567307693
24,6,0.7555555555555555,0.49039039386094674
24,7,0.7777777777777778,0.5031492696005917
24,8,0.7822222222222222,0.5077720506656804
24,9,0.7955555555555556,0.5134407359467456
24,10,0.8044444444444445,0.5205020340236686
24,11,0.8266666666666667,0.530914848372781
24,12,0.8488888888888889,0.5383170765532544
24,13,0.8444444444444444,0.544812083949704
24,14,0.8355555555555556,0.5516480214497042
24,15,0.8222222222222222,0.5611651719674556
24,16,0.8044444444444445,0.5572704789201184
24,17,0.76,0.5198375092455622
24,18,0.7022222222222223,0.4766549556213018
24,19,0.72,0.4802491678994083
24,20,0.7511111111111111,0.5066394693047337
24,21,0.768888888888889,0.5240037906804733
24,22,0.7999999999999999,0.5592467178254439
24,23,0.7911111111111111,0.5659728642751479
24,25,0.711111111111111,0.5099967640532544
24,26,0.6977777777777778,0.47971754807692313
24,27,0.6888888888888889,0.4760077662721893
24,28,0.6977777777777778,0.47848095414201186
24,29,0.7511111111111111,0.4976019323224853
24,30,0.7377777777777778,0.4958106046597633
24,31,0.7422222222222222,0.49376502403846156
24,32,0.76,0.49217594304733725
24,33,0.7333333333333334,0.4786947577662722
24,34,0.7155555555555556,0.47636025332840237
24,35,0.7288888888888889,0.484791050295858
24,36,0.7377777777777779,0.4931120562130178
24,37,0.7422222222222222,0.4953194341715977
24,38,0.7777777777777778,0.497486362795858
24,39,0.7733333333333333,0.4967524963017751
24,40,0.7644444444444445,0.4904655140532544
24,41,0.76,0.48485461353550297
24,42,0.7466666666666667,0.4799544656065089
24,43,0.7511111111111111,0.47969443417159763
24,44,0.7733333333333333,0.48481416420118345
24,45,0.7777777777777778,0.48824657914201186
24,46,0.7911111111111111,0.4875531619822486
24,47,0.8,0.4854555750739645
24,48,0.7866666666666666,0.48459458210059175
24,49,0.7822222222222223,0.48317307692307687
24,50,0.768888888888889,0.48216762204142016
25,1,0.7022222222222223,0.4708013590976332
25,2,0.72,0.4657683062130178
25,3,0.7377777777777778,0.4634800295857988
25,4,0.7155555555555555,0.4659243250739644
25,5,0.6888888888888889,0.4711307322485207
25,6,0.7022222222222223,0.477747087647929
25,7,0.711111111111111,0.4860796505177515
25,8,0.7244444444444444,0.49172522189349116
25,9,0.7333333333333334,0.4981162167159764
25,10,0.7511111111111111,0.5097540680473372
25,11,0.7777777777777778,0.5281065088757395
25,12,0.8,0.5360172429733727
25,13,0.8044444444444445,0.549498428254438
25,14,0.8,0.552734375
25,15,0.7955555555555556,0.555375138683432
25,16,0.7377777777777778,0.5287768121301775
25,17,0.6711111111111111,0.4837855954142012
25,18,0.6711111111111111,0.4789085613905325
25,19,0.7155555555555555,0.48553647374260356
25,20,0.7511111111111112,0.5081938794378698
25,21,0.7733333333333333,0.5223684818786982
25,22,0.7822222222222222,0.5373405140532543
25,23,0.7644444444444445,0.5442920210798816
25,24,0.6933333333333334,0.5159890440088757
25,26,0.6844444444444444,0.4789663461538462
25,27,0.6933333333333334,0.48217917899408286
25,28,0.7511111111111111,0.5332840236686391
25,29,0.7644444444444445,0.5424313517011834
25,30,0.7555555555555555,0.5337289663461539
25,31,0.7644444444444445,0.5129495654585798
25,32,0.7555555555555555,0.504385863535503
25,33,0.7066666666666667,0.48361801960059175
25,34,0.6977777777777778,0.47705944896449703
25,35,0.6977777777777778,0.4872989090236686
25,36,0.72,0.4975325906065089
25,37,0.7244444444444444,0.49906388683431957
25,38,0.7377777777777778,0.5006067400147929
25,39,0.7377777777777778,0.49513452292899407
25,40,0.7377777777777778,0.49148252588757396
25,41,0.7733333333333334,0.48221384985207105
25,42,0.768888888888889,0.48105237610946744
25,43,0.768888888888889,0.480803901627219
25,44,0.7777777777777778,0.48204627403846156
25,45,0.7777777777777777,0.4863050110946746
25,46,0.7866666666666667,0.49534832655325445
25,47,0.7866666666666667,0.4927826830621302
25,48,0.7866666666666666,0.49047129252958577
25,49,0.7644444444444445,0.4888359837278106
25,50,0.76,0.4793592825443787
26,1,0.6844444444444444,0.47257535133136097
26,2,0.7111111111111111,0.4699519230769231
26,3,0.7155555555555556,0.46873844304733725
26,4,0.7066666666666668,0.47106139053254437
26,5,0.6844444444444444,0.4791050295857988
26,6,0.6888888888888889,0.4813124075443787
26,7,0.6977777777777778,0.4840282914201183
26,8,0.7066666666666667,0.4918465698964497
26,9,0.711111111111111,0.49701252773668636
26,10,0.7288888888888889,0.5068186020710059
26,11,0.7377777777777779,0.5189822947485208
26,12,0.76,0.5312095506656805
26,13,0.7555555555555555,0.5349828957100592
26,14,0.7377777777777779,0.5346477440828402
26,15,0.7511111111111112,0.5344281619822485
26,16,0.7333333333333333,0.5197797244822485
26,17,0.7022222222222222,0.4837971523668638
26,18,0.6888888888888889,0.48138174926035504
26,19,0.6844444444444444,0.487160225591716
26,20,0.6888888888888889,0.4957470414201184
26,21,0.72,0.504050711908284
26,22,0.7333333333333334,0.5205135909763314
26,23,0.7066666666666667,0.5142555011094674
26,24,0.6888888888888889,0.48253166605029585
26,25,0.6844444444444444,0.4805612056213018
26,27,0.72,0.5258933524408285
26,28,0.7333333333333334,0.5658977440828402
26,29,0.768888888888889,0.5576114090236687
26,30,0.7644444444444445,0.5462451460798816
26,31,0.7555555555555555,0.5337578587278107
26,32,0.7555555555555555,0.5139839127218935
26,33,0.7111111111111111,0.4848199426775148
26,34,0.6577777777777778,0.4798273391272189
26,35,0.6711111111111111,0.4855653661242604
26,36,0.7511111111111111,0.5144346338757396
26,37,0.7466666666666667,0.5134696283284024
26,38,0.7377777777777779,0.5112969212278107
26,39,0.7466666666666666,0.5068821653106508
26,40,0.7333333333333334,0.4975845968934911
26,41,0.7155555555555555,0.48580806213017746
26,42,0.7377777777777778,0.4844501201923077
26,43,0.7422222222222222,0.4842074241863905
26,44,0.7511111111111112,0.4851262019230769
26,45,0.7777777777777778,0.49249375924556216
26,46,0.7822222222222223,0.5056629068047338
26,47,0.7644444444444445,0.5054144323224852
26,48,0.7644444444444445,0.49973996856508873
26,49,0.7555555555555555,0.49389792899408286
26,50,0.7422222222222223,0.4860969859467456
27,1,0.6799999999999999,0.4775217270710059
27,2,0.7022222222222222,0.4758864182692308
27,3,0.7066666666666667,0.4726909208579882
27,4,0.7066666666666667,0.4746382673816568
27,5,0.7111111111111111,0.4807056675295858
27,6,0.7155555555555556,0.48673839681952663
27,7,0.72,0.49008991309171596
27,8,0.7333333333333333,0.4982144508136094
27,9,0.7466666666666667,0.5034439718934911
27,10,0.7555555555555555,0.5124179456360947
27,11,0.7644444444444445,0.5237322022928994
27,12,0.8,0.5349193324704142
27,13,0.8222222222222223,0.5392878605769231
27,14,0.8222222222222222,0.5389238165680473
27,15,0.8088888888888889,0.5369360207100591
27,16,0.768888888888889,0.5282047429733727
27,17,0.72,0.49556790865384615
27,18,0.7022222222222222,0.4856982710798817
27,19,0.7066666666666667,0.4884488258136095
27,20,0.7066666666666667,0.49539455436390534
27,21,0.7111111111111111,0.5009534485946746
27,22,0.7111111111111111,0.5071306397928994
27,23,0.6933333333333334,0.4955159023668638
27,24,0.6755555555555556,0.487576275887574
27,25,0.6977777777777778,0.490234375
27,26,0.7244444444444444,0.5316544933431954
