tau1,tau2,train_auc,test_auc
5,38,0.6666666666666666,0.5062234190088757
5,39,0.6799999999999999,0.506211862056213
5,40,0.6711111111111111,0.502866124260355
5,41,0.6666666666666667,0.5023576183431953
5,42,0.6844444444444444,0.5026985484467456
5,43,0.6799999999999999,0.5020918084319527
5,44,0.6977777777777778,0.5060385077662721
5,45,0.7022222222222223,0.5159890440088757
5,46,0.711111111111111,0.522957886464497
5,47,0.7022222222222223,0.5239402274408284
5,48,0.6888888888888889,0.5217386279585798
5,49,0.6977777777777778,0.5183582193047337
5,50,0.7066666666666667,0.5123197115384615
6,1,0.6711111111111111,0.5123197115384616
6,2,0.6622222222222223,0.5136487610946746
6,3,0.6622222222222222,0.5095055935650887
6,4,0.6311111111111112,0.512966900887574
6,5,0.6133333333333333,0.507124861316568
6,7,0.6133333333333333,0.48807322485207105
6,8,0.5955555555555556,0.4913785133136094
6,9,0.5822222222222222,0.49448733357988167
6,10,0.5955555555555556,0.500479613535503
6,11,0.6266666666666667,0.511366262943787
6,12,0.6311111111111112,0.516329974112426
6,13,0.6177777777777778,0.5189880732248521
6,14,0.6222222222222222,0.5187973835059172
6,15,0.631111111111111,0.511909439718935
6,16,0.6133333333333334,0.5025656434911243
6,17,0.5866666666666667,0.4862703402366864
6,18,0.5644444444444444,0.46937407544378695
6,19,0.5111111111111111,0.5163646449704142
6,20,0.5377777777777778,0.5324692585059172
6,21,0.56,0.5298920580621302
6,22,0.56,0.5233681582840236
6,23,0.6088888888888889,0.5259164663461539
6,24,0.6266666666666667,0.5247549926035503
6,25,0.6266666666666667,0.5187049278846153
6,26,0.6222222222222222,0.5216172799556213
6,27,0.6444444444444444,0.5295049001479291
6,28,0.6444444444444445,0.5365430843195267
6,29,0.648888888888889,0.5380859375
6,30,0.6622222222222222,0.5394727718195266
6,31,0.6711111111111111,0.5409231693786982
6,32,0.6622222222222223,0.5393803161982248
6,33,0.6711111111111111,0.5355607433431953
6,34,0.68,0.5251305935650887
6,35,0.6888888888888888,0.5057726978550295
6,36,0.6977777777777776,0.4986189441568047
6,37,0.7022222222222222,0.501600637943787
6,38,0.6888888888888889,0.5045881102071006
6,39,0.6888888888888889,0.505506887943787
6,40,0.6977777777777778,0.5003004807692308
6,41,0.6844444444444444,0.5035595414201184
6,42,0.7022222222222222,0.5060211723372781
6,43,0.7111111111111111,0.5072924371301775
6,44,0.6933333333333334,0.5051948502218935
6,45,0.6933333333333334,0.513590976331361
6,46,0.7066666666666667,0.5242175943047337
6,47,0.7155555555555555,0.5291639700443787
6,48,0.72,0.5280602810650887
6,49,0.7155555555555555,0.5222009060650887
6,50,0.7066666666666666,0.5147582285502958
7,1,0.6799999999999999,0.5044609837278107
7,2,0.6711111111111112,0.5016642011834319
7,3,0.671111111111111,0.49393837832840237
7,4,0.6622222222222223,0.49130917159763315
7,5,0.6399999999999999,0.48968541974852076
7,6,0.6488888888888888,0.48290726701183434
7,8,0.6533333333333333,0.4925688794378698
7,9,0.6266666666666667,0.503345737795858
7,10,0.6222222222222222,0.5081592085798816
7,11,0.6355555555555555,0.5229694434171598
7,12,0.6755555555555555,0.5288750462278107
7,13,0.6844444444444444,0.5271877311390534
7,14,0.6622222222222223,0.5251132581360947
7,15,0.6488888888888888,0.5182310928254438
7,16,0.6488888888888888,0.5021958210059172
7,17,0.6444444444444444,0.4821098372781065
7,18,0.6177777777777778,0.5211723372781065
7,19,0.6000000000000001,0.5293662167159763
7,20,0.6000000000000001,0.535797660872781
7,21,0.6311111111111111,0.5419228457840236
7,22,0.6488888888888888,0.5430958764792899
7,23,0.6444444444444444,0.5390162721893492
7,24,0.648888888888889,0.536439071745562
7,25,0.6622222222222223,0.5366470968934911
7,26,0.6533333333333334,0.5344801682692308
7,27,0.6666666666666667,0.5326079419378698
7,28,0.6622222222222223,0.532706176035503
7,29,0.6711111111111111,0.5332089034763313
7,30,0.6711111111111111,0.5338272004437871
7,31,0.6799999999999999,0.5345552884615384
7,32,0.6888888888888889,0.5398599297337278
7,33,0.6933333333333334,0.5271126109467456
7,34,0.7066666666666667,0.5171967455621302
7,35,0.6933333333333334,0.5030279215976332
7,36,0.6977777777777778,0.4948918269230769
7,37,0.7066666666666666,0.49481092825443784
7,38,0.7066666666666666,0.49568925665680474
7,39,0.7066666666666666,0.49659069896449703
7,40,0.6844444444444445,0.4931178346893491
7,41,0.6933333333333334,0.4959724019970414
7,42,0.6977777777777777,0.5007049741124261
7,43,0.711111111111111,0.5053104197485206
